sim result, 0
total time, 275.250458
total energy, 9989.932617
map,x,slope,radius,vi,ft,fslope,faero,ftyres,fres,ftot,a,dt,dE
0,43.000000,-0.001134,0.067159,6.541026,0.000000,-0.923102,3.865676,8.219931,11.227643,-11.227643,-0.129053,0.153113,0.000000
0,44.000000,-0.001145,0.067582,6.521266,0.000000,-0.932026,3.899100,8.208538,11.240751,-11.240751,-0.129204,0.153579,0.000000
0,45.000000,-0.001156,0.068006,6.501423,0.000000,-0.940950,3.932702,8.195541,11.252432,-11.252432,-0.129338,0.154049,0.000000
0,46.000000,-0.001167,0.068429,6.481499,0.000000,-0.949875,3.966476,8.180955,11.262695,-11.262695,-0.129456,0.154522,0.000000
0,47.000000,-0.001178,0.068852,6.461495,0.000000,-0.958799,4.000420,8.164796,11.271555,-11.271555,-0.129558,0.155005,0.000000
0,48.000000,-0.001189,0.069276,6.441413,0.000000,-0.967723,4.034526,8.147059,11.279001,-11.279001,-0.129644,0.155489,0.000000
0,49.000000,-0.001199,0.069699,6.421255,0.000000,-0.976647,4.068791,8.127764,11.285046,-11.285046,-0.129713,0.155979,0.000000
0,50.000000,-0.001210,0.070122,6.401022,0.000000,-0.985572,4.103210,8.106913,11.289689,-11.289689,-0.129767,0.156472,0.000000
0,51.000000,-0.001220,0.070419,6.380717,0.000000,-0.993021,4.119514,8.056609,11.248240,-11.248240,-0.129290,0.156970,0.000000
0,52.000000,-0.001229,0.070715,6.360423,0.000000,-1.000471,4.135829,8.005761,11.206258,-11.206258,-0.128808,0.157473,0.000000
0,53.000000,-0.001238,0.071011,6.340139,0.000000,-1.007921,4.152153,7.954383,11.163753,-11.163753,-0.128319,0.157978,0.000000
0,54.000000,-0.001247,0.071308,6.319867,0.000000,-1.015371,4.168483,7.902483,11.120733,-11.120733,-0.127825,0.158486,0.000000
0,55.000000,-0.001256,0.071604,6.299609,0.000000,-1.022821,4.184819,7.850074,11.077210,-11.077210,-0.127324,0.158996,0.000000
0,56.000000,-0.001265,0.071900,6.279365,0.000000,-1.030271,4.201163,7.797169,11.033199,-11.033199,-0.126818,0.159508,0.000000
0,57.000000,-0.001274,0.072197,6.259136,0.000000,-1.037721,4.217513,7.743794,10.988724,-10.988724,-0.126307,0.160025,0.000000
0,58.000000,-0.001284,0.072493,6.238924,0.000000,-1.045170,4.233867,7.689947,10.943782,-10.943782,-0.125791,0.160544,0.000000
0,59.000000,-0.001293,0.072789,6.218729,0.000000,-1.052620,4.250224,7.635650,10.898392,-10.898392,-0.125269,0.161065,0.000000
0,60.000000,-0.001302,0.073086,6.198553,0.000000,-1.060070,4.266584,7.580911,10.852564,-10.852564,-0.124742,0.161591,0.000000
0,61.000000,-0.001312,0.072693,6.178395,0.000000,-1.068209,4.181204,7.390567,10.568701,-10.568701,-0.121479,0.162112,0.000000
0,62.000000,-0.001322,0.072300,6.158702,0.000000,-1.076347,4.098072,7.236063,10.322927,-10.322927,-0.118654,0.162628,0.000000
0,63.000000,-0.001332,0.071908,6.139405,0.000000,-1.084486,4.017040,7.113029,10.110722,-10.110722,-0.116215,0.163135,0.000000
0,64.000000,-0.001342,0.071515,6.120447,0.000000,-1.092624,3.937982,6.992896,9.903392,-9.903392,-0.113832,0.163635,0.000000
0,65.000000,-0.001352,0.071123,6.101820,0.000000,-1.100762,3.860841,6.875607,9.700824,-9.700824,-0.111504,0.164131,0.000000
0,66.000000,-0.001362,0.070730,6.083519,0.000000,-1.108901,3.785567,6.761044,9.502849,-9.502849,-0.109228,0.164621,0.000000
0,67.000000,-0.001372,0.070338,6.065538,0.000000,-1.117039,3.712106,6.649130,9.309335,-9.309335,-0.107004,0.165108,0.000000
0,68.000000,-0.001382,0.069945,6.047871,0.000000,-1.125178,3.640410,6.539791,9.120161,-9.120161,-0.104829,0.165585,0.000000
0,69.000000,-0.001392,0.069552,6.030512,0.000000,-1.133316,3.570431,6.432933,8.935186,-8.935186,-0.102703,0.166057,0.000000
0,70.000000,-0.001402,0.069160,6.013458,0.000000,-1.141455,3.502123,6.328496,8.754303,-8.754303,-0.100624,0.166525,0.000000
0,71.000000,-0.001414,0.067805,5.996701,0.000000,-1.151351,3.322609,6.114956,8.351353,-8.351353,-0.095993,0.166982,0.000000
0,72.000000,-0.001426,0.066450,5.980672,0.000000,-1.161247,3.153494,5.906782,7.964167,-7.964167,-0.091542,0.167420,0.000000
0,73.000000,-0.001438,0.065096,5.965346,0.000000,-1.171143,2.994229,5.703845,7.592069,-7.592069,-0.087265,0.167840,0.000000
0,74.000000,-0.001450,0.063741,5.950700,0.000000,-1.181040,2.844294,5.506025,7.234417,-7.234417,-0.083154,0.168247,0.000000
0,75.000000,-0.001463,0.062386,5.936709,0.000000,-1.190936,2.703194,5.313211,6.890608,-6.890608,-0.079202,0.168634,0.000000
0,76.000000,-0.001475,0.061031,5.923353,0.000000,-1.200832,2.570463,5.125296,6.560065,-6.560065,-0.075403,0.169006,0.000000
0,77.000000,-0.001487,0.059676,5.910610,0.000000,-1.210728,2.445660,4.942187,6.242257,-6.242257,-0.071750,0.169364,0.000000
0,78.000000,-0.001499,0.058322,5.898458,0.000000,-1.220624,2.328365,4.763781,5.936660,-5.936660,-0.068237,0.169704,0.000000
0,79.000000,-0.001511,0.056967,5.886878,0.000000,-1.230520,2.218181,4.589992,5.642790,-5.642790,-0.064860,0.170026,0.000000
0,80.000000,-0.001523,0.055612,5.875850,0.000000,-1.240417,2.114731,4.420751,5.360203,-5.360203,-0.061612,0.170339,0.000000
0,81.000000,-0.001538,0.053980,5.865355,0.000000,-1.252470,1.999946,4.227221,5.039836,-5.039836,-0.057929,0.170641,0.000000
0,82.000000,-0.001553,0.052347,5.855470,0.000000,-1.264523,1.893595,4.039291,4.733501,-4.733501,-0.054408,0.170916,0.000000
0,83.000000,-0.001568,0.050715,5.846171,0.000000,-1.276576,1.795154,3.856936,4.440651,-4.440651,-0.051042,0.171180,0.000000
0,84.000000,-0.001583,0.049083,5.837433,0.000000,-1.288630,1.704128,3.680117,4.160753,-4.160753,-0.047825,0.171432,0.000000
0,85.000000,-0.001597,0.047450,5.829235,0.000000,-1.300683,1.620049,3.508819,3.893324,-3.893324,-0.044751,0.171659,0.000000
0,86.000000,-0.001612,0.045818,5.821553,0.000000,-1.312736,1.542478,3.343032,3.637912,-3.637912,-0.041815,0.171881,0.000000
0,87.000000,-0.001627,0.044185,5.814365,0.000000,-1.324789,1.470995,3.182735,3.394079,-3.394079,-0.039012,0.172085,0.000000
0,88.000000,-0.001642,0.042553,5.807652,0.000000,-1.336843,1.405207,3.027930,3.161433,-3.161433,-0.036338,0.172284,0.000000
0,89.000000,-0.001657,0.040921,5.801392,0.000000,-1.348896,1.344740,2.878622,2.939604,-2.939604,-0.033789,0.172463,0.000000
0,90.000000,-0.001671,0.039288,5.795564,0.000000,-1.360949,1.289241,2.734817,2.728246,-2.728246,-0.031359,0.172619,0.000000
0,91.000000,-0.001693,0.038146,5.790151,0.000000,-1.378608,1.252484,2.635619,2.574634,-2.574634,-0.029593,0.172793,0.000000
0,92.000000,-0.001715,0.037003,5.785038,0.000000,-1.396267,1.217970,2.539434,2.426276,-2.426276,-0.027888,0.172925,0.000000
0,93.000000,-0.001737,0.035860,5.780215,0.000000,-1.413925,1.185586,2.446238,2.283037,-2.283037,-0.026242,0.173062,0.000000
0,94.000000,-0.001758,0.034718,5.775673,0.000000,-1.431584,1.155225,2.356009,2.144789,-2.144789,-0.024653,0.173205,0.000000
0,95.000000,-0.001780,0.033575,5.771403,0.000000,-1.449243,1.126784,2.268729,2.011408,-2.011408,-0.023120,0.173319,0.000000
0,96.000000,-0.001802,0.032432,5.767396,0.000000,-1.466901,1.100164,2.184380,1.882782,-1.882782,-0.021641,0.173436,0.000000
0,97.000000,-0.001823,0.031290,5.763643,0.000000,-1.484560,1.075274,2.102951,1.758803,-1.758803,-0.020216,0.173546,0.000000
0,98.000000,-0.001845,0.030147,5.760135,0.000000,-1.502219,1.052021,2.024429,1.639370,-1.639370,-0.018843,0.173643,0.000000
0,99.000000,-0.001867,0.029005,5.756863,0.000000,-1.519877,1.030323,1.948800,1.524385,-1.524385,-0.017522,0.173741,0.000000
0,100.000000,-0.001888,0.027862,5.753819,0.000000,-1.537536,1.010098,1.876066,1.413766,-1.413766,-0.016250,0.173851,0.000000
0,101.000000,-0.001922,0.027062,5.750993,0.000000,-1.564679,0.996488,1.826354,1.323302,-1.323302,-0.015210,0.173922,0.000000
0,102.000000,-0.001955,0.026262,5.748348,0.000000,-1.591822,0.983570,1.778149,1.235036,-1.235036,-0.014196,0.174002,0.000000
0,103.000000,-0.001988,0.025462,5.745878,0.000000,-1.618964,0.971317,1.731442,1.148933,-1.148933,-0.013206,0.174084,0.000000
0,104.000000,-0.002022,0.024662,5.743579,0.000000,-1.646107,0.959702,1.686222,1.064956,-1.064956,-0.012241,0.174159,0.000000
0,105.000000,-0.002055,0.023863,5.741447,0.000000,-1.673250,0.948702,1.642481,0.983072,-0.983072,-0.011300,0.174186,0.000000
0,106.000000,-0.002088,0.023063,5.739479,0.000000,-1.700393,0.938294,1.600210,0.903249,-0.903249,-0.010382,0.174238,0.000000
0,107.000000,-0.002122,0.022263,5.737669,0.000000,-1.727536,0.928454,1.559400,0.825456,-0.825456,-0.009488,0.174280,0.000000
0,108.000000,-0.002155,0.021463,5.736016,0.000000,-1.754679,0.919161,1.520047,0.749668,-0.749668,-0.008617,0.174359,0.000000
0,109.000000,-0.002188,0.020663,5.734513,0.000000,-1.781821,0.910395,1.482145,0.675856,-0.675856,-0.007768,0.174396,0.000000
0,110.000000,-0.002222,0.019863,5.733159,0.000000,-1.808964,0.902135,1.445689,0.603998,-0.603998,-0.006943,0.174462,0.000000
0,111.000000,-0.002264,0.019303,5.731947,0.000000,-1.843805,0.896535,1.420903,0.538771,-0.538771,-0.006193,0.174495,0.000000
0,112.000000,-0.002307,0.018744,5.730867,0.000000,-1.878647,0.891189,1.396854,0.474535,-0.474535,-0.005454,0.174544,0.000000
0,113.000000,-0.002350,0.018184,5.729915,0.000000,-1.913488,0.886088,1.373538,0.411277,-0.411277,-0.004727,0.174528,0.000000
0,114.000000,-0.002393,0.017624,5.729090,0.000000,-1.948329,0.881228,1.350950,0.348987,-0.348987,-0.004011,0.174581,0.000000
0,115.000000,-0.002436,0.017064,5.728389,0.000000,-1.983170,0.876601,1.329087,0.287656,-0.287656,-0.003306,0.174678,0.000000
0,116.000000,-0.002478,0.016504,5.727812,0.000000,-2.018012,0.872202,1.307944,0.227273,-0.227273,-0.002612,0.174682,0.000000
0,117.000000,-0.002521,0.015944,5.727355,0.000000,-2.052853,0.868026,1.287520,0.167831,-0.167831,-0.001929,0.174534,0.000000
0,118.000000,-0.002564,0.015384,5.727019,0.000000,-2.087694,0.864066,1.267810,0.109319,-0.109319,-0.001257,0.174705,0.000000
0,119.000000,-0.002607,0.014824,5.726799,0.000000,-2.122535,0.860317,1.248812,0.051732,-0.051732,-0.000595,0.174500,0.000000
0,120.000000,-0.002650,0.014264,5.726696,0.000000,-2.157376,0.856774,1.230525,-0.004940,0.004940,0.000057,0.173445,0.000000
0,121.000000,-0.002693,0.013872,5.726706,0.000000,-2.192914,0.854418,1.218148,-0.055209,0.055209,0.000635,0.174511,0.000000
1,122.000000,-0.002737,0.013480,5.726816,11.359197,-2.228451,0.852173,1.206128,-0.105012,11.464209,0.131773,0.174269,82.932220
1,123.000000,-0.002781,0.013089,5.749780,11.361721,-2.263988,0.856805,1.199242,-0.142804,11.504525,0.132236,0.173573,12.933368
1,124.000000,-0.002824,0.012697,5.772733,11.364244,-2.299526,0.861504,1.192384,-0.180499,11.544744,0.132698,0.172885,12.934662
1,125.000000,-0.002868,0.012305,5.795674,11.366766,-2.335063,0.866272,1.185565,-0.218088,11.584854,0.133159,0.172202,12.935925
1,126.000000,-0.002911,0.011913,5.818604,11.369287,-2.370601,0.871109,1.178797,-0.255557,11.624845,0.133619,0.171526,12.937326
1,127.000000,-0.002955,0.011521,5.841524,11.371807,-2.406138,0.876015,1.172090,-0.292895,11.664702,0.134077,0.170853,12.938500
1,128.000000,-0.002999,0.011129,5.864431,11.374326,-2.441675,0.880990,1.165456,-0.330091,11.704416,0.134534,0.170185,12.939704
1,129.000000,-0.003042,0.010737,5.887327,11.376842,-2.477213,0.886036,1.158908,-0.367131,11.743974,0.134988,0.169526,12.941130
1,130.000000,-0.003086,0.010345,5.910211,11.379358,-2.512750,0.891153,1.152457,-0.404002,11.783360,0.135441,0.168871,12.942406
1,131.000000,-0.003123,0.010071,5.933083,11.381873,-2.543168,0.896849,1.149162,-0.432018,11.813891,0.135792,0.168223,12.943870
1,132.000000,-0.003161,0.009796,5.955926,11.384384,-2.573586,0.902582,1.145874,-0.459991,11.844376,0.136142,0.167579,12.945223
1,133.000000,-0.003198,0.009522,5.978741,11.386892,-2.604003,0.908352,1.142600,-0.487913,11.874805,0.136492,0.166940,12.946483
1,134.000000,-0.003235,0.009248,6.001527,11.389397,-2.634421,0.914159,1.139344,-0.515780,11.905176,0.136841,0.166310,12.948013
1,135.000000,-0.003273,0.008973,6.024285,11.391899,-2.664839,0.920003,1.136115,-0.543583,11.935482,0.137189,0.165683,12.949375
2,136.000000,-0.003310,0.008699,6.047015,17.162861,-2.695256,0.925885,1.132916,-0.571317,17.734179,0.203841,0.164912,18.986540
2,137.000000,-0.003348,0.008425,6.080630,17.199820,-2.725674,0.935159,1.131390,-0.593987,17.793806,0.204527,0.164004,19.022957
2,138.000000,-0.003385,0.008150,6.114173,17.236692,-2.756092,0.944481,1.129840,-0.616632,17.853325,0.205211,0.163108,19.059225
2,139.000000,-0.003422,0.007876,6.147645,17.273491,-2.786509,0.953853,1.128275,-0.639242,17.912733,0.205893,0.162222,19.095314
2,140.000000,-0.003460,0.007602,6.181046,17.310209,-2.816927,0.963275,1.126703,-0.661810,17.972019,0.206575,0.161350,19.131620
2,141.000000,-0.003488,0.007409,6.214376,17.346853,-2.840184,0.973027,1.127010,-0.675008,18.021862,0.207148,0.160487,19.167694
2,142.000000,-0.003517,0.007217,6.247621,17.383400,-2.863441,0.982812,1.127282,-0.688208,18.071608,0.207720,0.159637,19.203829
2,143.000000,-0.003545,0.007025,6.280781,17.419853,-2.886698,0.992631,1.127523,-0.701405,18.121258,0.208290,0.158798,19.239822
3,144.000000,-0.003574,0.006833,6.313857,32.374447,-2.909954,1.002483,1.127738,-0.714595,33.089043,0.380334,0.157633,35.345337
3,145.000000,-0.003602,0.006641,6.373810,32.539223,-2.933211,1.020988,1.131593,-0.715492,33.254715,0.382238,0.156161,35.518387
3,146.000000,-0.003631,0.006449,6.433500,32.703274,-2.956468,1.039585,1.135353,-0.716391,33.419666,0.384134,0.154722,35.690716
3,147.000000,-0.003660,0.006257,6.492934,32.866623,-2.979725,1.058274,1.139024,-0.717289,33.583912,0.386022,0.153315,35.862263
3,148.000000,-0.003688,0.006065,6.552117,33.029285,-3.002981,1.077055,1.142608,-0.718180,33.747467,0.387902,0.151939,36.032906
3,149.000000,-0.003717,0.005873,6.611054,33.191265,-3.026238,1.095928,1.146111,-0.719061,33.910328,0.389774,0.150593,36.203144
3,150.000000,-0.003745,0.005681,6.669752,33.352589,-3.049495,1.114894,1.149536,-0.719926,34.072514,0.391638,0.149276,36.372658
3,151.000000,-0.003770,0.005583,6.728214,33.513268,-3.069514,1.134230,1.155067,-0.715079,34.228348,0.393429,0.147987,36.541412
3,152.000000,-0.003794,0.005484,6.786436,33.673286,-3.089532,1.153650,1.160559,-0.710184,34.383472,0.395212,0.146726,36.709637
3,153.000000,-0.003819,0.005386,6.844424,33.832657,-3.109550,1.173155,1.166013,-0.705244,34.537899,0.396987,0.145491,36.877354
3,154.000000,-0.003844,0.005287,6.902182,29.308189,-3.129569,1.192745,1.171428,-0.700257,30.008446,0.344925,0.144361,31.924959
3,155.000000,-0.003868,0.005189,6.951975,20.808567,-3.149587,1.209725,1.175754,-0.698970,21.507536,0.247213,0.143478,22.780375
4,156.000000,-0.003893,0.005090,6.987445,14.754011,-3.169605,1.221811,1.178127,-0.704529,15.458541,0.177684,0.142855,16.402864
4,157.000000,-0.003917,0.004992,7.012828,10.421324,-3.189624,1.230419,1.179128,-0.714939,11.136263,0.128003,0.142411,11.900956
4,158.000000,-0.003942,0.004894,7.031057,7.309667,-3.209642,1.236542,1.179169,-0.728792,8.038459,0.092396,0.142093,8.693391
4,159.000000,-0.003967,0.004795,7.044186,5.068702,-3.229661,1.240888,1.178542,-0.745092,5.813795,0.066825,0.141868,6.395930
4,160.000000,-0.003991,0.004697,7.053666,3.450438,-3.249679,1.243959,1.177452,-0.763130,4.213568,0.048432,0.141697,4.742686
4,161.000000,-0.004017,0.004916,7.060529,2.279027,-3.270954,1.246994,1.183680,-0.775142,3.054169,0.035105,0.141581,3.549305
4,162.000000,-0.004043,0.005135,7.065499,1.430570,-3.292229,1.249393,1.189930,-0.787768,2.218338,0.025498,0.141489,2.686359
4,163.000000,-0.004070,0.005354,7.069107,0.814764,-3.313504,1.251342,1.196261,-0.800763,1.615526,0.018569,0.141437,2.061109
4,164.000000,-0.004096,0.005573,7.071733,0.366454,-3.334780,1.252975,1.202716,-0.813951,1.180405,0.013568,0.141377,1.606037
4,165.000000,-0.004122,0.005792,7.073651,0.039034,-3.356055,1.254387,1.209326,-0.827203,0.866237,0.009957,0.141364,1.274241
4,166.000000,-0.004148,0.006011,7.075059,0.000000,-3.377329,1.255649,1.216115,-0.840427,0.840427,0.009660,0.141327,0.000000
4,167.000000,-0.004174,0.006230,7.076424,0.000000,-3.398605,1.256925,1.223151,-0.853390,0.853390,0.009809,0.141311,0.000000
4,168.000000,-0.004200,0.006450,7.077810,0.000000,-3.419880,1.258240,1.230443,-0.866058,0.866058,0.009955,0.141266,0.000000
4,169.000000,-0.004226,0.006669,7.079216,0.000000,-3.441155,1.259593,1.237993,-0.878431,0.878431,0.010097,0.141259,0.000000
4,170.000000,-0.004252,0.006888,7.080643,0.000000,-3.462430,1.260983,1.245800,-0.890508,0.890508,0.010236,0.141209,0.000000
3,171.000000,-0.004282,0.006753,7.082088,0.000000,-3.486251,1.260952,1.241356,-0.918804,0.918804,0.010561,0.141195,0.000000
3,172.000000,-0.004311,0.006618,7.083579,0.000000,-3.510072,1.260948,1.237005,-0.946981,0.946981,0.010885,0.141169,0.000000
3,173.000000,-0.004340,0.006484,7.085115,0.000000,-3.533893,1.260971,1.232745,-0.975039,0.975039,0.011207,0.141125,0.000000
3,174.000000,-0.004369,0.006349,7.086697,0.000000,-3.557714,1.261021,1.228578,-1.002978,1.002978,0.011528,0.141085,0.000000
3,175.000000,-0.004399,0.006215,7.088324,0.000000,-3.581536,1.261098,1.224502,-1.030798,1.030798,0.011848,0.141063,0.000000
3,176.000000,-0.004428,0.006080,7.089995,0.000000,-3.605357,1.261202,1.220518,-1.058499,1.058499,0.012167,0.141033,0.000000
3,177.000000,-0.004457,0.005945,7.091711,0.000000,-3.629178,1.261332,1.216626,-1.086082,1.086082,0.012484,0.140994,0.000000
3,178.000000,-0.004486,0.005811,7.093471,0.000000,-3.652999,1.261490,1.212825,-1.113546,1.113546,0.012799,0.140975,0.000000
3,179.000000,-0.004516,0.005676,7.095275,0.000000,-3.676820,1.261674,1.209116,-1.140893,1.140893,0.013114,0.140916,0.000000
3,180.000000,-0.004545,0.005541,7.097123,0.000000,-3.700642,1.261884,1.205498,-1.168121,1.168121,0.013427,0.140869,0.000000
3,181.000000,-0.004572,0.005411,7.099015,0.000000,-3.722241,1.262135,1.202094,-1.192873,1.192873,0.013711,0.140857,0.000000
3,182.000000,-0.004598,0.005281,7.100946,0.000000,-3.743841,1.262410,1.198776,-1.217516,1.217516,0.013994,0.140814,0.000000
3,183.000000,-0.004625,0.005151,7.102917,0.000000,-3.765440,1.262709,1.195543,-1.242049,1.242049,0.014276,0.140776,0.000000
3,184.000000,-0.004651,0.005020,7.104927,0.000000,-3.787040,1.263033,1.192396,-1.266473,1.266473,0.014557,0.140718,0.000000
2,185.000000,-0.004678,0.004890,7.106975,0.000000,-3.808640,1.263380,1.189334,-1.290787,1.290787,0.014837,0.140690,0.000000
2,186.000000,-0.004704,0.004760,7.109063,0.000000,-3.830239,1.263751,1.186358,-1.314992,1.314992,0.015115,0.140655,0.000000
2,187.000000,-0.004731,0.004630,7.111189,0.000000,-3.851839,1.264146,1.183467,-1.339087,1.339087,0.015392,0.140609,0.000000
2,188.000000,-0.004757,0.004499,7.113353,0.000000,-3.873439,1.264565,1.180663,-1.363073,1.363073,0.015668,0.140562,0.000000
2,189.000000,-0.004784,0.004369,7.115555,0.000000,-3.895038,1.265007,1.177944,-1.386949,1.386949,0.015942,0.140509,0.000000
2,190.000000,-0.004810,0.004239,7.117795,0.000000,-3.916638,1.265473,1.175311,-1.410716,1.410716,0.016215,0.140469,0.000000
2,191.000000,-0.004828,0.004148,7.120073,0.000000,-3.931001,1.266057,1.173606,-1.426199,1.426199,0.016393,0.140422,0.000000
2,192.000000,-0.004846,0.004057,7.122375,0.000000,-3.945364,1.266655,1.171943,-1.441627,1.441627,0.016570,0.140388,0.000000
2,193.000000,-0.004863,0.003965,7.124702,0.000000,-3.959727,1.267267,1.170322,-1.457000,1.457000,0.016747,0.140333,0.000000
2,194.000000,-0.004881,0.003874,7.127052,0.000000,-3.974090,1.267892,1.168743,-1.472317,1.472317,0.016923,0.140299,0.000000
1,195.000000,-0.004898,0.003783,7.129426,0.000000,-3.988453,1.268531,1.167205,-1.487579,1.487579,0.017099,0.140239,0.000000
